trade_date,underlier,strike,has_ce,has_pe,ce_instrument_name,pe_instrument_name
2022-11-01,NIFTY,19050,True,True,NIFTY22110319050CE,NIFTY22110319050PE
2022-11-01,NIFTY,19100,True,True,NIFTY22110319100CE,NIFTY22110319100PE
2022-11-01,NIFTY,19150,True,False,NIFTY22110319150CE,
2022-11-01,NIFTY,19200,True,False,NIFTY22110319200CE,
2022-11-01,NIFTY,19250,True,False,NIFTY22110319250CE,
2022-11-01,NIFTY,19300,True,False,NIFTY22110319300CE,
2022-11-01,NIFTY,19350,True,False,NIFTY22110319350CE,
2022-11-01,NIFTY,19400,True,False,NIFTY22110319400CE,
2022-11-01,NIFTY,19450,True,False,NIFTY22110319450CE,
2022-11-01,NIFTY,19500,True,True,NIFTY22110319500CE,NIFTY22110319500PE
2022-11-01,NIFTY,19550,True,False,NIFTY22110319550CE,
2022-11-01,NIFTY,19600,True,False,NIFTY22110319600CE,
2022-11-01,NIFTY,19650,True,False,NIFTY22110319650CE,
2022-11-01,NIFTY,19700,True,True,NIFTY22110319700CE,NIFTY22110319700PE
2022-11-01,NIFTY,19750,True,False,NIFTY22110319750CE,
2022-11-01,NIFTY,19800,True,False,NIFTY22110319800CE,
2022-11-01,NIFTY,19850,True,False,NIFTY22110319850CE,
2022-11-01,NIFTY,19900,True,False,NIFTY22110319900CE,
2022-11-01,NIFTY,19950,True,False,NIFTY22110319950CE,
2022-11-02,BANKNIFTY,30500,False,True,,BANKNIFTY22110330500PE
2022-11-02,BANKNIFTY,31000,False,True,,BANKNIFTY22110331000PE
2022-11-02,BANKNIFTY,31500,False,True,,BANKNIFTY22110331500PE
2022-11-02,BANKNIFTY,32000,False,True,,BANKNIFTY22110332000PE
2022-11-02,BANKNIFTY,32500,False,True,,BANKNIFTY22110332500PE
2022-11-02,BANKNIFTY,33000,False,True,,BANKNIFTY22110333000PE
2022-11-02,BANKNIFTY,33500,False,True,,BANKNIFTY22110333500PE
2022-11-02,BANKNIFTY,34000,False,True,,BANKNIFTY22110334000PE
2022-11-02,BANKNIFTY,34500,False,True,,BANKNIFTY22110334500PE
2022-11-02,BANKNIFTY,35000,True,True,BANKNIFTY22110335000CE,BANKNIFTY22110335000PE
2022-11-02,BANKNIFTY,35500,True,True,BANKNIFTY22110335500CE,BANKNIFTY22110335500PE
2022-11-02,BANKNIFTY,35600,False,True,,BANKNIFTY22110335600PE
2022-11-02,BANKNIFTY,35700,False,True,,BANKNIFTY22110335700PE
2022-11-02,BANKNIFTY,35800,False,True,,BANKNIFTY22110335800PE
2022-11-02,BANKNIFTY,35900,False,True,,BANKNIFTY22110335900PE
2022-11-02,BANKNIFTY,36000,False,True,,BANKNIFTY22110336000PE
2022-11-02,BANKNIFTY,36100,False,True,,BANKNIFTY22110336100PE
2022-11-02,BANKNIFTY,36200,False,True,,BANKNIFTY22110336200PE
2022-11-02,BANKNIFTY,36300,False,True,,BANKNIFTY22110336300PE
2022-11-02,BANKNIFTY,36400,False,True,,BANKNIFTY22110336400PE
2022-11-02,BANKNIFTY,36500,False,True,,BANKNIFTY22110336500PE
2022-11-02,BANKNIFTY,36600,False,True,,BANKNIFTY22110336600PE
2022-11-02,BANKNIFTY,36700,False,True,,BANKNIFTY22110336700PE
2022-11-02,BANKNIFTY,36800,False,True,,BANKNIFTY22110336800PE
2022-11-02,BANKNIFTY,36900,False,True,,BANKNIFTY22110336900PE
2022-11-02,BANKNIFTY,37000,True,True,BANKNIFTY22110337000CE,BANKNIFTY22110337000PE
2022-11-02,BANKNIFTY,37100,False,True,,BANKNIFTY22110337100PE
2022-11-02,BANKNIFTY,37200,False,True,,BANKNIFTY22110337200PE
2022-11-02,BANKNIFTY,37300,False,True,,BANKNIFTY22110337300PE
2022-11-02,BANKNIFTY,37400,False,True,,BANKNIFTY22110337400PE
2022-11-02,BANKNIFTY,37500,True,True,BANKNIFTY22110337500CE,BANKNIFTY22110337500PE
2022-11-02,BANKNIFTY,37600,False,True,,BANKNIFTY22110337600PE
2022-11-02,BANKNIFTY,37700,False,True,,BANKNIFTY22110337700PE
2022-11-02,BANKNIFTY,37800,False,True,,BANKNIFTY22110337800PE
2022-11-02,BANKNIFTY,37900,False,True,,BANKNIFTY22110337900PE
2022-11-02,BANKNIFTY,38000,True,True,BANKNIFTY22110338000CE,BANKNIFTY22110338000PE
2022-11-02,BANKNIFTY,38100,False,True,,BANKNIFTY22110338100PE
2022-11-02,BANKNIFTY,38200,False,True,,BANKNIFTY22110338200PE
2022-11-02,BANKNIFTY,38300,False,True,,BANKNIFTY22110338300PE
2022-11-02,BANKNIFTY,38400,False,True,,BANKNIFTY22110338400PE
2022-11-02,BANKNIFTY,38500,True,True,BANKNIFTY22110338500CE,BANKNIFTY22110338500PE
2022-11-02,BANKNIFTY,38600,False,True,,BANKNIFTY22110338600PE
2022-11-02,BANKNIFTY,38700,True,True,BANKNIFTY22110338700CE,BANKNIFTY22110338700PE
2022-11-02,BANKNIFTY,38800,True,True,BANKNIFTY22110338800CE,BANKNIFTY22110338800PE
2022-11-02,BANKNIFTY,38900,True,True,BANKNIFTY22110338900CE,BANKNIFTY22110338900PE
2022-11-02,BANKNIFTY,39000,True,True,BANKNIFTY22110339000CE,BANKNIFTY22110339000PE
2022-11-02,BANKNIFTY,39100,True,True,BANKNIFTY22110339100CE,BANKNIFTY22110339100PE
