trade_date,timestamp,underlier,state,strike,ce_instrument,ce_entry_price,pe_instrument,pe_entry_price,trigger
2022-11-01,2022-11-01 09:15:00,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,69.65,NIFTY22110318150PE,107.1,ENTRY
2022-11-01,2022-11-01 09:48:41,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,60.6,NIFTY22110318200PE,127.0,ROLL
2022-11-01,2022-11-01 09:56:35,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,85.05,NIFTY22110318150PE,100.8,ROLL
2022-11-01,2022-11-01 09:56:36,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.0,NIFTY22110318200PE,127.0,ROLL
2022-11-01,2022-11-01 12:16:01,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,81.4,NIFTY22110318150PE,102.45,ROLL
2022-11-01,2022-11-01 12:16:15,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,59.65,NIFTY22110318200PE,129.9,ROLL
2022-11-01,2022-11-01 12:16:17,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,82.3,NIFTY22110318150PE,101.8,ROLL
2022-11-01,2022-11-01 12:16:18,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,60.0,NIFTY22110318200PE,129.35,ROLL
2022-11-01,2022-11-01 12:33:43,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.9,NIFTY22110318150PE,103.6,ROLL
2022-11-01,2022-11-01 12:33:44,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.95,NIFTY22110318200PE,131.15,ROLL
2022-11-01,2022-11-01 12:34:29,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.7,NIFTY22110318150PE,104.35,ROLL
2022-11-01,2022-11-01 12:34:37,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.85,NIFTY22110318200PE,130.85,ROLL
2022-11-01,2022-11-01 12:34:55,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,85.0,NIFTY22110318150PE,104.5,ROLL
2022-11-01,2022-11-01 12:37:59,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.9,NIFTY22110318200PE,131.65,ROLL
2022-11-01,2022-11-01 12:38:00,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.0,NIFTY22110318150PE,104.05,ROLL
2022-11-01,2022-11-01 12:38:01,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.55,NIFTY22110318200PE,131.65,ROLL
2022-11-01,2022-11-01 12:38:04,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.5,NIFTY22110318150PE,103.55,ROLL
2022-11-01,2022-11-01 12:38:07,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.4,NIFTY22110318200PE,130.45,ROLL
2022-11-01,2022-11-01 12:38:08,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.55,NIFTY22110318150PE,103.15,ROLL
2022-11-01,2022-11-01 12:38:09,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.4,NIFTY22110318200PE,130.2,ROLL
2022-11-01,2022-11-01 12:38:44,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.3,NIFTY22110318150PE,103.85,ROLL
2022-11-01,2022-11-01 12:38:46,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.85,NIFTY22110318200PE,131.65,ROLL
2022-11-01,2022-11-01 12:38:47,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.15,NIFTY22110318150PE,104.1,ROLL
2022-11-01,2022-11-01 12:41:29,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.55,NIFTY22110318200PE,130.6,ROLL
2022-11-01,2022-11-01 12:41:31,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,83.6,NIFTY22110318150PE,103.9,ROLL
2022-11-01,2022-11-01 12:43:04,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.8,NIFTY22110318200PE,131.2,ROLL
2022-11-01,2022-11-01 12:43:08,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.3,NIFTY22110318150PE,104.35,ROLL
2022-11-01,2022-11-01 12:43:26,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,62.45,NIFTY22110318200PE,131.2,ROLL
2022-11-01,2022-11-01 12:56:00,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.05,NIFTY22110318150PE,102.95,ROLL
2022-11-01,2022-11-01 12:56:04,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.8,NIFTY22110318200PE,130.6,ROLL
2022-11-01,2022-11-01 12:56:05,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.1,NIFTY22110318150PE,102.55,ROLL
2022-11-01,2022-11-01 12:56:07,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,61.8,NIFTY22110318200PE,130.7,ROLL
2022-11-01,2022-11-01 12:56:08,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,84.2,NIFTY22110318150PE,102.65,ROLL
2022-11-01,2022-11-01 13:06:09,NIFTY,HOLDING,18100.0,NIFTY22110318100CE,86.0,NIFTY22110318100PE,106.45,ROLL
2022-11-01,2022-11-01 13:06:24,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,64.95,NIFTY22110318150PE,133.2,ROLL
2022-11-01,2022-11-01 13:06:42,NIFTY,HOLDING,18100.0,NIFTY22110318100CE,88.15,NIFTY22110318100PE,104.7,ROLL
2022-11-01,2022-11-01 13:06:43,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,65.85,NIFTY22110318150PE,130.8,ROLL
2022-11-01,2022-11-01 13:11:15,NIFTY,HOLDING,18100.0,NIFTY22110318100CE,84.6,NIFTY22110318100PE,105.5,ROLL
2022-11-01,2022-11-01 13:15:58,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,61.85,NIFTY22110318150PE,130.7,ROLL
2022-11-01,2022-11-01 13:16:01,NIFTY,HOLDING,18100.0,NIFTY22110318100CE,84.55,NIFTY22110318100PE,104.15,ROLL
2022-11-01,2022-11-01 13:16:04,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,61.2,NIFTY22110318150PE,130.85,ROLL
2022-11-01,2022-11-01 13:16:06,NIFTY,HOLDING,18100.0,NIFTY22110318100CE,84.8,NIFTY22110318100PE,103.6,ROLL
2022-11-01,2022-11-01 13:16:07,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,61.95,NIFTY22110318150PE,129.85,ROLL
2022-11-01,2022-11-01 13:34:21,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.9,NIFTY22110318200PE,129.95,ROLL
2022-11-01,2022-11-01 13:34:27,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.25,NIFTY22110318150PE,102.9,ROLL
2022-11-01,2022-11-01 13:34:29,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.6,NIFTY22110318200PE,130.45,ROLL
2022-11-01,2022-11-01 13:34:34,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.5,NIFTY22110318150PE,102.8,ROLL
2022-11-01,2022-11-01 13:34:41,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.65,NIFTY22110318200PE,130.5,ROLL
2022-11-01,2022-11-01 13:34:42,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.25,NIFTY22110318150PE,102.65,ROLL
2022-11-01,2022-11-01 13:34:44,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.5,NIFTY22110318200PE,131.45,ROLL
2022-11-01,2022-11-01 13:34:45,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.3,NIFTY22110318150PE,103.35,ROLL
2022-11-01,2022-11-01 13:34:56,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.8,NIFTY22110318200PE,129.95,ROLL
2022-11-01,2022-11-01 13:35:37,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.75,NIFTY22110318150PE,102.45,ROLL
2022-11-01,2022-11-01 13:35:38,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.15,NIFTY22110318200PE,129.95,ROLL
2022-11-01,2022-11-01 13:35:48,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.8,NIFTY22110318150PE,102.4,ROLL
2022-11-01,2022-11-01 13:35:50,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.8,NIFTY22110318200PE,130.3,ROLL
2022-11-01,2022-11-01 13:35:53,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.65,NIFTY22110318150PE,102.15,ROLL
2022-11-01,2022-11-01 13:35:56,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.95,NIFTY22110318200PE,130.15,ROLL
2022-11-01,2022-11-01 13:35:57,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.8,NIFTY22110318150PE,102.15,ROLL
2022-11-01,2022-11-01 13:35:59,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.0,NIFTY22110318200PE,130.2,ROLL
2022-11-01,2022-11-01 13:36:00,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.85,NIFTY22110318150PE,102.45,ROLL
2022-11-01,2022-11-01 13:36:03,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.6,NIFTY22110318200PE,130.65,ROLL
2022-11-01,2022-11-01 13:36:08,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.8,NIFTY22110318150PE,103.4,ROLL
2022-11-01,2022-11-01 13:36:24,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.5,NIFTY22110318200PE,130.85,ROLL
2022-11-01,2022-11-01 13:36:25,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.35,NIFTY22110318150PE,102.85,ROLL
2022-11-01,2022-11-01 13:36:27,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.05,NIFTY22110318200PE,130.55,ROLL
2022-11-01,2022-11-01 13:37:36,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.65,NIFTY22110318150PE,102.4,ROLL
2022-11-01,2022-11-01 13:37:39,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.75,NIFTY22110318200PE,130.5,ROLL
2022-11-01,2022-11-01 13:37:41,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.75,NIFTY22110318150PE,102.4,ROLL
2022-11-01,2022-11-01 13:37:42,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.55,NIFTY22110318200PE,130.7,ROLL
2022-11-01,2022-11-01 13:37:44,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.45,NIFTY22110318150PE,102.65,ROLL
2022-11-01,2022-11-01 13:40:55,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.7,NIFTY22110318200PE,131.55,ROLL
2022-11-01,2022-11-01 13:40:56,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.45,NIFTY22110318150PE,103.7,ROLL
2022-11-01,2022-11-01 13:45:18,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.35,NIFTY22110318200PE,130.95,ROLL
2022-11-01,2022-11-01 13:45:22,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.7,NIFTY22110318150PE,103.7,ROLL
2022-11-01,2022-11-01 13:45:28,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.85,NIFTY22110318200PE,131.7,ROLL
2022-11-01,2022-11-01 13:45:29,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.45,NIFTY22110318150PE,103.75,ROLL
2022-11-01,2022-11-01 13:45:34,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.0,NIFTY22110318200PE,131.15,ROLL
2022-11-01,2022-11-01 13:45:35,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.9,NIFTY22110318150PE,103.15,ROLL
2022-11-01,2022-11-01 13:45:38,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.95,NIFTY22110318200PE,131.65,ROLL
2022-11-01,2022-11-01 13:45:41,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.95,NIFTY22110318150PE,103.45,ROLL
2022-11-01,2022-11-01 13:45:43,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.9,NIFTY22110318200PE,131.55,ROLL
2022-11-01,2022-11-01 13:45:58,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.0,NIFTY22110318150PE,104.7,ROLL
2022-11-01,2022-11-01 13:46:10,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.75,NIFTY22110318200PE,132.0,ROLL
2022-11-01,2022-11-01 13:46:12,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.15,NIFTY22110318150PE,104.0,ROLL
2022-11-01,2022-11-01 13:46:59,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.3,NIFTY22110318200PE,131.15,ROLL
2022-11-01,2022-11-01 13:47:02,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.9,NIFTY22110318150PE,103.15,ROLL
2022-11-01,2022-11-01 13:47:11,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.95,NIFTY22110318200PE,131.9,ROLL
2022-11-01,2022-11-01 13:47:12,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.95,NIFTY22110318150PE,103.2,ROLL
2022-11-01,2022-11-01 13:47:55,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,55.8,NIFTY22110318200PE,131.7,ROLL
2022-11-01,2022-11-01 13:47:56,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,77.8,NIFTY22110318150PE,103.05,ROLL
2022-11-01,2022-11-01 13:48:01,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.1,NIFTY22110318200PE,131.55,ROLL
2022-11-01,2022-11-01 13:55:44,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.9,NIFTY22110318150PE,102.6,ROLL
2022-11-01,2022-11-01 13:55:51,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.45,NIFTY22110318200PE,131.2,ROLL
2022-11-01,2022-11-01 13:55:52,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.1,NIFTY22110318150PE,102.85,ROLL
2022-11-01,2022-11-01 13:56:16,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.0,NIFTY22110318200PE,131.25,ROLL
2022-11-01,2022-11-01 13:56:17,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.45,NIFTY22110318150PE,102.85,ROLL
2022-11-01,2022-11-01 13:56:31,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.15,NIFTY22110318200PE,131.1,ROLL
2022-11-01,2022-11-01 13:56:32,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.2,NIFTY22110318150PE,102.3,ROLL
2022-11-01,2022-11-01 13:56:33,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.7,NIFTY22110318200PE,130.0,ROLL
2022-11-01,2022-11-01 13:56:37,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.85,NIFTY22110318150PE,101.7,ROLL
2022-11-01,2022-11-01 13:56:39,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.65,NIFTY22110318200PE,129.45,ROLL
2022-11-01,2022-11-01 13:56:41,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.5,NIFTY22110318150PE,102.6,ROLL
2022-11-01,2022-11-01 13:56:42,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.55,NIFTY22110318200PE,130.35,ROLL
2022-11-01,2022-11-01 13:56:43,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.15,NIFTY22110318150PE,102.9,ROLL
2022-11-01,2022-11-01 13:56:46,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.4,NIFTY22110318200PE,130.6,ROLL
2022-11-01,2022-11-01 13:56:47,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.45,NIFTY22110318150PE,102.65,ROLL
2022-11-01,2022-11-01 13:56:49,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.6,NIFTY22110318200PE,130.7,ROLL
2022-11-01,2022-11-01 13:56:50,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.45,NIFTY22110318150PE,102.6,ROLL
2022-11-01,2022-11-01 13:56:52,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.6,NIFTY22110318200PE,130.45,ROLL
2022-11-01,2022-11-01 13:56:55,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.6,NIFTY22110318150PE,102.65,ROLL
2022-11-01,2022-11-01 13:56:56,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.3,NIFTY22110318200PE,130.4,ROLL
2022-11-01,2022-11-01 13:56:58,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.1,NIFTY22110318150PE,103.05,ROLL
2022-11-01,2022-11-01 13:57:00,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.2,NIFTY22110318200PE,131.3,ROLL
2022-11-01,2022-11-01 13:57:02,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.2,NIFTY22110318150PE,104.35,ROLL
2022-11-01,2022-11-01 13:57:10,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.75,NIFTY22110318200PE,131.15,ROLL
2022-11-01,2022-11-01 13:57:26,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.7,NIFTY22110318150PE,103.5,ROLL
2022-11-01,2022-11-01 13:57:27,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.7,NIFTY22110318200PE,131.8,ROLL
2022-11-01,2022-11-01 13:57:28,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.65,NIFTY22110318150PE,103.4,ROLL
2022-11-01,2022-11-01 13:57:57,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.95,NIFTY22110318200PE,130.0,ROLL
2022-11-01,2022-11-01 13:58:23,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.35,NIFTY22110318150PE,103.4,ROLL
2022-11-01,2022-11-01 13:58:26,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.0,NIFTY22110318200PE,131.4,ROLL
2022-11-01,2022-11-01 13:58:32,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.8,NIFTY22110318150PE,103.55,ROLL
2022-11-01,2022-11-01 14:16:11,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.7,NIFTY22110318200PE,129.1,ROLL
2022-11-01,2022-11-01 14:20:36,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.35,NIFTY22110318150PE,104.75,ROLL
2022-11-01,2022-11-01 14:20:44,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.25,NIFTY22110318200PE,131.3,ROLL
2022-11-01,2022-11-01 14:20:49,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.9,NIFTY22110318150PE,104.05,ROLL
2022-11-01,2022-11-01 14:20:59,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.5,NIFTY22110318200PE,130.45,ROLL
2022-11-01,2022-11-01 14:21:23,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.55,NIFTY22110318150PE,104.8,ROLL
2022-11-01,2022-11-01 14:21:25,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.95,NIFTY22110318200PE,133.0,ROLL
2022-11-01,2022-11-01 14:21:27,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.45,NIFTY22110318150PE,104.8,ROLL
2022-11-01,2022-11-01 14:21:31,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.75,NIFTY22110318200PE,132.2,ROLL
2022-11-01,2022-11-01 14:22:12,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.95,NIFTY22110318150PE,104.35,ROLL
2022-11-01,2022-11-01 14:22:14,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.2,NIFTY22110318200PE,131.85,ROLL
2022-11-01,2022-11-01 14:22:24,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.35,NIFTY22110318150PE,104.4,ROLL
2022-11-01,2022-11-01 14:22:26,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.6,NIFTY22110318200PE,131.95,ROLL
2022-11-01,2022-11-01 14:22:39,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.95,NIFTY22110318150PE,104.9,ROLL
2022-11-01,2022-11-01 14:22:48,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.45,NIFTY22110318200PE,131.55,ROLL
2022-11-01,2022-11-01 14:24:29,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.0,NIFTY22110318150PE,104.55,ROLL
2022-11-01,2022-11-01 14:24:32,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.05,NIFTY22110318200PE,132.8,ROLL
2022-11-01,2022-11-01 14:24:34,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.75,NIFTY22110318150PE,104.8,ROLL
2022-11-01,2022-11-01 14:25:51,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.0,NIFTY22110318200PE,132.25,ROLL
2022-11-01,2022-11-01 14:25:52,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.7,NIFTY22110318150PE,104.45,ROLL
2022-11-01,2022-11-01 14:25:54,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.9,NIFTY22110318200PE,132.1,ROLL
2022-11-01,2022-11-01 14:25:57,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.4,NIFTY22110318150PE,105.25,ROLL
2022-11-01,2022-11-01 14:30:46,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.8,NIFTY22110318200PE,132.05,ROLL
2022-11-01,2022-11-01 14:31:09,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.05,NIFTY22110318150PE,104.2,ROLL
2022-11-01,2022-11-01 14:31:17,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.3,NIFTY22110318200PE,132.0,ROLL
2022-11-01,2022-11-01 14:31:19,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.95,NIFTY22110318150PE,104.9,ROLL
2022-11-01,2022-11-01 14:35:43,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.05,NIFTY22110318200PE,131.3,ROLL
2022-11-01,2022-11-01 14:36:34,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.65,NIFTY22110318150PE,103.6,ROLL
2022-11-01,2022-11-01 14:36:35,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.55,NIFTY22110318200PE,131.3,ROLL
2022-11-01,2022-11-01 14:37:21,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.55,NIFTY22110318150PE,105.05,ROLL
2022-11-01,2022-11-01 14:37:43,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.0,NIFTY22110318200PE,132.15,ROLL
2022-11-01,2022-11-01 14:37:44,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.9,NIFTY22110318150PE,104.2,ROLL
2022-11-01,2022-11-01 14:37:46,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.7,NIFTY22110318200PE,133.0,ROLL
2022-11-01,2022-11-01 14:37:57,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,78.4,NIFTY22110318150PE,105.15,ROLL
2022-11-01,2022-11-01 14:40:54,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,57.35,NIFTY22110318200PE,132.15,ROLL
2022-11-01,2022-11-01 14:41:09,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,79.1,NIFTY22110318150PE,104.05,ROLL
2022-11-01,2022-11-01 14:41:10,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,56.85,NIFTY22110318200PE,132.3,ROLL
2022-11-01,2022-11-01 14:57:11,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,73.5,NIFTY22110318150PE,105.2,ROLL
2022-11-01,2022-11-01 14:57:12,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,52.1,NIFTY22110318200PE,134.7,ROLL
2022-11-01,2022-11-01 14:57:14,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,73.25,NIFTY22110318150PE,106.2,ROLL
2022-11-01,2022-11-01 14:57:50,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,52.5,NIFTY22110318200PE,134.4,ROLL
2022-11-01,2022-11-01 14:57:52,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,73.3,NIFTY22110318150PE,106.3,ROLL
2022-11-01,2022-11-01 14:58:00,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,52.85,NIFTY22110318200PE,133.5,ROLL
2022-11-01,2022-11-01 14:58:01,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,74.3,NIFTY22110318150PE,106.55,ROLL
2022-11-01,2022-11-01 14:58:05,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,51.9,NIFTY22110318200PE,136.3,ROLL
2022-11-01,2022-11-01 14:58:06,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,72.55,NIFTY22110318150PE,108.1,ROLL
2022-11-01,2022-11-01 14:59:30,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,52.6,NIFTY22110318200PE,135.5,ROLL
2022-11-01,2022-11-01 15:00:16,NIFTY,HOLDING,18150.0,NIFTY22110318150CE,74.1,NIFTY22110318150PE,106.8,ROLL
2022-11-01,2022-11-01 15:00:17,NIFTY,HOLDING,18200.0,NIFTY22110318200CE,53.3,NIFTY22110318200PE,134.3,ROLL
2022-11-01,2022-11-01 15:29:59,NIFTY,FLAT,,,,,,SQUAREOFF
2022-11-01,2022-11-01 09:15:00,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,270.0,BANKNIFTY22110341600PE,414.15,ENTRY
2022-11-01,2022-11-01 09:15:40,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,219.95,BANKNIFTY22110341700PE,395.65,ROLL
2022-11-01,2022-11-01 09:15:58,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,263.25,BANKNIFTY22110341600PE,346.5,ROLL
2022-11-01,2022-11-01 09:16:01,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,210.05,BANKNIFTY22110341700PE,397.2,ROLL
2022-11-01,2022-11-01 09:16:02,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,258.3,BANKNIFTY22110341600PE,344.55,ROLL
2022-11-01,2022-11-01 09:16:07,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,214.15,BANKNIFTY22110341700PE,397.3,ROLL
2022-11-01,2022-11-01 09:16:09,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,261.2,BANKNIFTY22110341600PE,341.75,ROLL
2022-11-01,2022-11-01 09:16:11,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,214.95,BANKNIFTY22110341700PE,397.75,ROLL
2022-11-01,2022-11-01 09:16:12,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,258.6,BANKNIFTY22110341600PE,344.3,ROLL
2022-11-01,2022-11-01 09:16:14,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,213.85,BANKNIFTY22110341700PE,397.55,ROLL
2022-11-01,2022-11-01 09:16:17,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,258.1,BANKNIFTY22110341600PE,345.35,ROLL
2022-11-01,2022-11-01 09:16:19,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,213.9,BANKNIFTY22110341700PE,396.6,ROLL
2022-11-01,2022-11-01 09:16:25,BANKNIFTY,HOLDING,41600.0,BANKNIFTY22110341600CE,257.75,BANKNIFTY22110341600PE,345.95,ROLL
2022-11-01,2022-11-01 09:31:57,BANKNIFTY,HOLDING,41700.0,BANKNIFTY22110341700CE,205.0,BANKNIFTY22110341700PE,389.2,ROLL
