trade_date,filename,underlier,expiry_date,strike,option_type,instrument_name,parse_status,failure_reason
2022-11-03,NIFTY22110317400CE.csv,NIFTY,2022-11-03,17400,CE,NIFTY22110317400CE,OK,None
2022-11-03,NIFTY22110317400PE.csv,NIFTY,2022-11-03,17400,PE,NIFTY22110317400PE,OK,None
2022-11-03,NIFTY22110317450CE.csv,NIFTY,2022-11-03,17450,CE,NIFTY22110317450CE,OK,None
2022-11-03,NIFTY22110317450PE.csv,NIFTY,2022-11-03,17450,PE,NIFTY22110317450PE,OK,None
2022-11-03,NIFTY22110317500CE.csv,NIFTY,2022-11-03,17500,CE,NIFTY22110317500CE,OK,None
2022-11-03,NIFTY22110317500PE.csv,NIFTY,2022-11-03,17500,PE,NIFTY22110317500PE,OK,None
2022-11-03,NIFTY22110317550CE.csv,NIFTY,2022-11-03,17550,CE,NIFTY22110317550CE,OK,None
2022-11-03,NIFTY22110317550PE.csv,NIFTY,2022-11-03,17550,PE,NIFTY22110317550PE,OK,None
2022-11-03,NIFTY22110317600CE.csv,NIFTY,2022-11-03,17600,CE,NIFTY22110317600CE,OK,None
2022-11-03,NIFTY22110317600PE.csv,NIFTY,2022-11-03,17600,PE,NIFTY22110317600PE,OK,None
2022-11-03,NIFTY22110317650CE.csv,NIFTY,2022-11-03,17650,CE,NIFTY22110317650CE,OK,None
2022-11-03,NIFTY22110317650PE.csv,NIFTY,2022-11-03,17650,PE,NIFTY22110317650PE,OK,None
2022-11-03,NIFTY22110317700CE.csv,NIFTY,2022-11-03,17700,CE,NIFTY22110317700CE,OK,None
2022-11-03,NIFTY22110317700PE.csv,NIFTY,2022-11-03,17700,PE,NIFTY22110317700PE,OK,None
2022-11-03,NIFTY22110317750CE.csv,NIFTY,2022-11-03,17750,CE,NIFTY22110317750CE,OK,None
2022-11-03,NIFTY22110317750PE.csv,NIFTY,2022-11-03,17750,PE,NIFTY22110317750PE,OK,None
2022-11-03,NIFTY22110317800CE.csv,NIFTY,2022-11-03,17800,CE,NIFTY22110317800CE,OK,None
2022-11-03,NIFTY22110317800PE.csv,NIFTY,2022-11-03,17800,PE,NIFTY22110317800PE,OK,None
2022-11-03,NIFTY22110317850CE.csv,NIFTY,2022-11-03,17850,CE,NIFTY22110317850CE,OK,None
2022-11-03,NIFTY22110317850PE.csv,NIFTY,2022-11-03,17850,PE,NIFTY22110317850PE,OK,None
2022-11-03,NIFTY22110317900CE.csv,NIFTY,2022-11-03,17900,CE,NIFTY22110317900CE,OK,None
2022-11-03,NIFTY22110317900PE.csv,NIFTY,2022-11-03,17900,PE,NIFTY22110317900PE,OK,None
2022-11-03,NIFTY22110317950CE.csv,NIFTY,2022-11-03,17950,CE,NIFTY22110317950CE,OK,None
2022-11-03,NIFTY22110317950PE.csv,NIFTY,2022-11-03,17950,PE,NIFTY22110317950PE,OK,None
2022-11-03,NIFTY22110318000CE.csv,NIFTY,2022-11-03,18000,CE,NIFTY22110318000CE,OK,None
2022-11-03,NIFTY22110318000PE.csv,NIFTY,2022-11-03,18000,PE,NIFTY22110318000PE,OK,None
2022-11-03,NIFTY22110318050CE.csv,NIFTY,2022-11-03,18050,CE,NIFTY22110318050CE,OK,None
2022-11-03,NIFTY22110318050PE.csv,NIFTY,2022-11-03,18050,PE,NIFTY22110318050PE,OK,None
2022-11-03,NIFTY22110318100CE.csv,NIFTY,2022-11-03,18100,CE,NIFTY22110318100CE,OK,None
2022-11-03,NIFTY22110318100PE.csv,NIFTY,2022-11-03,18100,PE,NIFTY22110318100PE,OK,None
2022-11-03,NIFTY22110318150CE.csv,NIFTY,2022-11-03,18150,CE,NIFTY22110318150CE,OK,None
2022-11-03,NIFTY22110318150PE.csv,NIFTY,2022-11-03,18150,PE,NIFTY22110318150PE,OK,None
2022-11-03,NIFTY22110318200CE.csv,NIFTY,2022-11-03,18200,CE,NIFTY22110318200CE,OK,None
2022-11-03,NIFTY22110318200PE.csv,NIFTY,2022-11-03,18200,PE,NIFTY22110318200PE,OK,None
2022-11-03,NIFTY22110318250CE.csv,NIFTY,2022-11-03,18250,CE,NIFTY22110318250CE,OK,None
2022-11-03,NIFTY22110318250PE.csv,NIFTY,2022-11-03,18250,PE,NIFTY22110318250PE,OK,None
2022-11-03,NIFTY22110318300CE.csv,NIFTY,2022-11-03,18300,CE,NIFTY22110318300CE,OK,None
2022-11-03,NIFTY22110318300PE.csv,NIFTY,2022-11-03,18300,PE,NIFTY22110318300PE,OK,None
2022-11-03,NIFTY22110318350CE.csv,NIFTY,2022-11-03,18350,CE,NIFTY22110318350CE,OK,None
2022-11-03,NIFTY22110318350PE.csv,NIFTY,2022-11-03,18350,PE,NIFTY22110318350PE,OK,None
2022-11-03,NIFTY22110318400CE.csv,NIFTY,2022-11-03,18400,CE,NIFTY22110318400CE,OK,None
2022-11-03,NIFTY22110318400PE.csv,NIFTY,2022-11-03,18400,PE,NIFTY22110318400PE,OK,None
2022-11-03,NIFTY22110318450CE.csv,NIFTY,2022-11-03,18450,CE,NIFTY22110318450CE,OK,None
2022-11-03,NIFTY22110318450PE.csv,NIFTY,2022-11-03,18450,PE,NIFTY22110318450PE,OK,None
2022-11-03,NIFTY22110318500CE.csv,NIFTY,2022-11-03,18500,CE,NIFTY22110318500CE,OK,None
2022-11-03,NIFTY22110318500PE.csv,NIFTY,2022-11-03,18500,PE,NIFTY22110318500PE,OK,None
2022-11-03,NIFTY22110318550CE.csv,NIFTY,2022-11-03,18550,CE,NIFTY22110318550CE,OK,None
2022-11-03,NIFTY22110318550PE.csv,NIFTY,2022-11-03,18550,PE,NIFTY22110318550PE,OK,None
2022-11-03,NIFTY22110318600CE.csv,NIFTY,2022-11-03,18600,CE,NIFTY22110318600CE,OK,None
2022-11-03,NIFTY22110318600PE.csv,NIFTY,2022-11-03,18600,PE,NIFTY22110318600PE,OK,None
2022-11-03,NIFTY22110318650CE.csv,NIFTY,2022-11-03,18650,CE,NIFTY22110318650CE,OK,None
2022-11-03,NIFTY22110318650PE.csv,NIFTY,2022-11-03,18650,PE,NIFTY22110318650PE,OK,None
2022-11-03,NIFTY22110318700CE.csv,NIFTY,2022-11-03,18700,CE,NIFTY22110318700CE,OK,None
2022-11-03,NIFTY22110318700PE.csv,NIFTY,2022-11-03,18700,PE,NIFTY22110318700PE,OK,None
2022-11-03,NIFTY22110318750CE.csv,NIFTY,2022-11-03,18750,CE,NIFTY22110318750CE,OK,None
2022-11-03,NIFTY22110318750PE.csv,NIFTY,2022-11-03,18750,PE,NIFTY22110318750PE,OK,None
2022-11-03,NIFTY22110318800CE.csv,NIFTY,2022-11-03,18800,CE,NIFTY22110318800CE,OK,None
2022-11-03,NIFTY22110318800PE.csv,NIFTY,2022-11-03,18800,PE,NIFTY22110318800PE,OK,None
2022-11-03,NIFTY22110318850CE.csv,NIFTY,2022-11-03,18850,CE,NIFTY22110318850CE,OK,None
2022-11-03,NIFTY22110318850PE.csv,NIFTY,2022-11-03,18850,PE,NIFTY22110318850PE,OK,None
2022-11-03,NIFTY22110318900CE.csv,NIFTY,2022-11-03,18900,CE,NIFTY22110318900CE,OK,None
2022-11-03,NIFTY22110318900PE.csv,NIFTY,2022-11-03,18900,PE,NIFTY22110318900PE,OK,None
2022-11-03,NIFTY22110318950CE.csv,NIFTY,2022-11-03,18950,CE,NIFTY22110318950CE,OK,None
2022-11-03,NIFTY22110318950PE.csv,NIFTY,2022-11-03,18950,PE,NIFTY22110318950PE,OK,None
2022-11-03,NIFTY22110319000CE.csv,NIFTY,2022-11-03,19000,CE,NIFTY22110319000CE,OK,None
2022-11-03,NIFTY22110319000PE.csv,NIFTY,2022-11-03,19000,PE,NIFTY22110319000PE,OK,None
2022-11-03,NIFTY22110319050CE.csv,NIFTY,2022-11-03,19050,CE,NIFTY22110319050CE,OK,None
2022-11-03,NIFTY22110319100CE.csv,NIFTY,2022-11-03,19100,CE,NIFTY22110319100CE,OK,None
2022-11-03,NIFTY22110319150CE.csv,NIFTY,2022-11-03,19150,CE,NIFTY22110319150CE,OK,None
2022-11-03,NIFTY22110319200CE.csv,NIFTY,2022-11-03,19200,CE,NIFTY22110319200CE,OK,None
2022-11-03,NIFTY22110319250CE.csv,NIFTY,2022-11-03,19250,CE,NIFTY22110319250CE,OK,None
2022-11-03,NIFTY22110319300CE.csv,NIFTY,2022-11-03,19300,CE,NIFTY22110319300CE,OK,None
2022-11-03,NIFTY22110319350CE.csv,NIFTY,2022-11-03,19350,CE,NIFTY22110319350CE,OK,None
2022-11-03,NIFTY22110319400CE.csv,NIFTY,2022-11-03,19400,CE,NIFTY22110319400CE,OK,None
2022-11-03,NIFTY22110319450CE.csv,NIFTY,2022-11-03,19450,CE,NIFTY22110319450CE,OK,None
2022-11-03,NIFTY22110319500CE.csv,NIFTY,2022-11-03,19500,CE,NIFTY22110319500CE,OK,None
2022-11-03,NIFTY22110319500PE.csv,NIFTY,2022-11-03,19500,PE,NIFTY22110319500PE,OK,None
2022-11-03,NIFTY22110319550CE.csv,NIFTY,2022-11-03,19550,CE,NIFTY22110319550CE,OK,None
2022-11-03,NIFTY22110319600CE.csv,NIFTY,2022-11-03,19600,CE,NIFTY22110319600CE,OK,None
2022-11-03,NIFTY22110319650CE.csv,NIFTY,2022-11-03,19650,CE,NIFTY22110319650CE,OK,None
2022-11-03,NIFTY22110319700CE.csv,NIFTY,2022-11-03,19700,CE,NIFTY22110319700CE,OK,None
2022-11-03,NIFTY22110319750CE.csv,NIFTY,2022-11-03,19750,CE,NIFTY22110319750CE,OK,None
2022-11-03,NIFTY22110319800CE.csv,NIFTY,2022-11-03,19800,CE,NIFTY22110319800CE,OK,None
2022-11-03,NIFTY22110319850CE.csv,NIFTY,2022-11-03,19850,CE,NIFTY22110319850CE,OK,None
2022-11-03,NIFTY22110319900CE.csv,NIFTY,2022-11-03,19900,CE,NIFTY22110319900CE,OK,None
2022-11-03,NIFTY22110319950CE.csv,NIFTY,2022-11-03,19950,CE,NIFTY22110319950CE,OK,None
2022-11-03,NIFTY22111014800PE.csv,NIFTY,2022-11-10,14800,PE,NIFTY22111014800PE,OK,None
2022-11-03,NIFTY22111014850PE.csv,NIFTY,2022-11-10,14850,PE,NIFTY22111014850PE,OK,None
2022-11-03,NIFTY22111015000PE.csv,NIFTY,2022-11-10,15000,PE,NIFTY22111015000PE,OK,None
2022-11-03,NIFTY22111015050PE.csv,NIFTY,2022-11-10,15050,PE,NIFTY22111015050PE,OK,None
2022-11-03,NIFTY22111015100PE.csv,NIFTY,2022-11-10,15100,PE,NIFTY22111015100PE,OK,None
2022-11-03,NIFTY22111015150PE.csv,NIFTY,2022-11-10,15150,PE,NIFTY22111015150PE,OK,None
2022-11-03,NIFTY22111015200PE.csv,NIFTY,2022-11-10,15200,PE,NIFTY22111015200PE,OK,None
2022-11-03,NIFTY22111015250PE.csv,NIFTY,2022-11-10,15250,PE,NIFTY22111015250PE,OK,None
2022-11-03,NIFTY22111015300PE.csv,NIFTY,2022-11-10,15300,PE,NIFTY22111015300PE,OK,None
2022-11-03,NIFTY22111015350PE.csv,NIFTY,2022-11-10,15350,PE,NIFTY22111015350PE,OK,None
2022-11-03,NIFTY22111015400PE.csv,NIFTY,2022-11-10,15400,PE,NIFTY22111015400PE,OK,None
2022-11-03,NIFTY22111015450PE.csv,NIFTY,2022-11-10,15450,PE,NIFTY22111015450PE,OK,None
2022-11-03,NIFTY22111015500PE.csv,NIFTY,2022-11-10,15500,PE,NIFTY22111015500PE,OK,None
2022-11-03,NIFTY22111015550PE.csv,NIFTY,2022-11-10,15550,PE,NIFTY22111015550PE,OK,None
2022-11-03,NIFTY22111015600PE.csv,NIFTY,2022-11-10,15600,PE,NIFTY22111015600PE,OK,None
2022-11-03,NIFTY22111015700PE.csv,NIFTY,2022-11-10,15700,PE,NIFTY22111015700PE,OK,None
2022-11-03,NIFTY22111015750PE.csv,NIFTY,2022-11-10,15750,PE,NIFTY22111015750PE,OK,None
2022-11-03,NIFTY22111015800PE.csv,NIFTY,2022-11-10,15800,PE,NIFTY22111015800PE,OK,None
2022-11-03,NIFTY22111015850PE.csv,NIFTY,2022-11-10,15850,PE,NIFTY22111015850PE,OK,None
2022-11-03,NIFTY22111015900PE.csv,NIFTY,2022-11-10,15900,PE,NIFTY22111015900PE,OK,None
2022-11-03,NIFTY22111015950PE.csv,NIFTY,2022-11-10,15950,PE,NIFTY22111015950PE,OK,None
2022-11-03,NIFTY22111016000CE.csv,NIFTY,2022-11-10,16000,CE,NIFTY22111016000CE,OK,None
2022-11-03,NIFTY22111016000PE.csv,NIFTY,2022-11-10,16000,PE,NIFTY22111016000PE,OK,None
2022-11-03,NIFTY22111016050PE.csv,NIFTY,2022-11-10,16050,PE,NIFTY22111016050PE,OK,None
2022-11-03,NIFTY22111016100PE.csv,NIFTY,2022-11-10,16100,PE,NIFTY22111016100PE,OK,None
2022-11-03,NIFTY22111016150PE.csv,NIFTY,2022-11-10,16150,PE,NIFTY22111016150PE,OK,None
2022-11-03,NIFTY22111016200PE.csv,NIFTY,2022-11-10,16200,PE,NIFTY22111016200PE,OK,None
2022-11-03,NIFTY22111016250PE.csv,NIFTY,2022-11-10,16250,PE,NIFTY22111016250PE,OK,None
2022-11-03,NIFTY22111016300CE.csv,NIFTY,2022-11-10,16300,CE,NIFTY22111016300CE,OK,None
2022-11-03,NIFTY22111016300PE.csv,NIFTY,2022-11-10,16300,PE,NIFTY22111016300PE,OK,None
2022-11-03,NIFTY22111016350PE.csv,NIFTY,2022-11-10,16350,PE,NIFTY22111016350PE,OK,None
2022-11-03,NIFTY22111016400CE.csv,NIFTY,2022-11-10,16400,CE,NIFTY22111016400CE,OK,None
2022-11-03,NIFTY22111016400PE.csv,NIFTY,2022-11-10,16400,PE,NIFTY22111016400PE,OK,None
2022-11-03,NIFTY22111016450PE.csv,NIFTY,2022-11-10,16450,PE,NIFTY22111016450PE,OK,None
2022-11-03,NIFTY22111016500CE.csv,NIFTY,2022-11-10,16500,CE,NIFTY22111016500CE,OK,None
2022-11-03,NIFTY22111016500PE.csv,NIFTY,2022-11-10,16500,PE,NIFTY22111016500PE,OK,None
2022-11-03,NIFTY22111016550PE.csv,NIFTY,2022-11-10,16550,PE,NIFTY22111016550PE,OK,None
2022-11-03,NIFTY22111016600CE.csv,NIFTY,2022-11-10,16600,CE,NIFTY22111016600CE,OK,None
2022-11-03,NIFTY22111016600PE.csv,NIFTY,2022-11-10,16600,PE,NIFTY22111016600PE,OK,None
2022-11-03,NIFTY22111016650PE.csv,NIFTY,2022-11-10,16650,PE,NIFTY22111016650PE,OK,None
2022-11-03,NIFTY22111016700CE.csv,NIFTY,2022-11-10,16700,CE,NIFTY22111016700CE,OK,None
2022-11-03,NIFTY22111016700PE.csv,NIFTY,2022-11-10,16700,PE,NIFTY22111016700PE,OK,None
2022-11-03,NIFTY22111016750CE.csv,NIFTY,2022-11-10,16750,CE,NIFTY22111016750CE,OK,None
2022-11-03,NIFTY22111016750PE.csv,NIFTY,2022-11-10,16750,PE,NIFTY22111016750PE,OK,None
2022-11-03,NIFTY22111016800CE.csv,NIFTY,2022-11-10,16800,CE,NIFTY22111016800CE,OK,None
2022-11-03,NIFTY22111016800PE.csv,NIFTY,2022-11-10,16800,PE,NIFTY22111016800PE,OK,None
2022-11-03,NIFTY22111016850PE.csv,NIFTY,2022-11-10,16850,PE,NIFTY22111016850PE,OK,None
2022-11-03,NIFTY22111016900CE.csv,NIFTY,2022-11-10,16900,CE,NIFTY22111016900CE,OK,None
2022-11-03,NIFTY22111016900PE.csv,NIFTY,2022-11-10,16900,PE,NIFTY22111016900PE,OK,None
2022-11-03,NIFTY22111016950PE.csv,NIFTY,2022-11-10,16950,PE,NIFTY22111016950PE,OK,None
2022-11-03,NIFTY22111017000CE.csv,NIFTY,2022-11-10,17000,CE,NIFTY22111017000CE,OK,None
2022-11-03,NIFTY22111017000PE.csv,NIFTY,2022-11-10,17000,PE,NIFTY22111017000PE,OK,None
2022-11-03,NIFTY22111017050PE.csv,NIFTY,2022-11-10,17050,PE,NIFTY22111017050PE,OK,None
2022-11-03,NIFTY22111017100CE.csv,NIFTY,2022-11-10,17100,CE,NIFTY22111017100CE,OK,None
2022-11-03,NIFTY22111017100PE.csv,NIFTY,2022-11-10,17100,PE,NIFTY22111017100PE,OK,None
2022-11-03,NIFTY22111017150CE.csv,NIFTY,2022-11-10,17150,CE,NIFTY22111017150CE,OK,None
2022-11-03,NIFTY22111017150PE.csv,NIFTY,2022-11-10,17150,PE,NIFTY22111017150PE,OK,None
2022-11-03,NIFTY22111017200CE.csv,NIFTY,2022-11-10,17200,CE,NIFTY22111017200CE,OK,None
2022-11-03,NIFTY22111017200PE.csv,NIFTY,2022-11-10,17200,PE,NIFTY22111017200PE,OK,None
2022-11-03,NIFTY22111017250CE.csv,NIFTY,2022-11-10,17250,CE,NIFTY22111017250CE,OK,None
2022-11-03,NIFTY22111017250PE.csv,NIFTY,2022-11-10,17250,PE,NIFTY22111017250PE,OK,None
2022-11-03,NIFTY22111017300CE.csv,NIFTY,2022-11-10,17300,CE,NIFTY22111017300CE,OK,None
2022-11-03,NIFTY22111017300PE.csv,NIFTY,2022-11-10,17300,PE,NIFTY22111017300PE,OK,None
2022-11-03,NIFTY22111017350CE.csv,NIFTY,2022-11-10,17350,CE,NIFTY22111017350CE,OK,None
2022-11-03,NIFTY22111017350PE.csv,NIFTY,2022-11-10,17350,PE,NIFTY22111017350PE,OK,None
2022-11-03,NIFTY22111017400CE.csv,NIFTY,2022-11-10,17400,CE,NIFTY22111017400CE,OK,None
2022-11-03,NIFTY22111017400PE.csv,NIFTY,2022-11-10,17400,PE,NIFTY22111017400PE,OK,None
2022-11-03,NIFTY22111017450CE.csv,NIFTY,2022-11-10,17450,CE,NIFTY22111017450CE,OK,None
2022-11-03,NIFTY22111017450PE.csv,NIFTY,2022-11-10,17450,PE,NIFTY22111017450PE,OK,None
2022-11-03,NIFTY22111017500CE.csv,NIFTY,2022-11-10,17500,CE,NIFTY22111017500CE,OK,None
2022-11-03,NIFTY22111017500PE.csv,NIFTY,2022-11-10,17500,PE,NIFTY22111017500PE,OK,None
2022-11-03,NIFTY22111017550CE.csv,NIFTY,2022-11-10,17550,CE,NIFTY22111017550CE,OK,None
2022-11-03,NIFTY22111017550PE.csv,NIFTY,2022-11-10,17550,PE,NIFTY22111017550PE,OK,None
2022-11-03,NIFTY22111017600CE.csv,NIFTY,2022-11-10,17600,CE,NIFTY22111017600CE,OK,None
2022-11-03,NIFTY22111017600PE.csv,NIFTY,2022-11-10,17600,PE,NIFTY22111017600PE,OK,None
2022-11-03,NIFTY22111017650CE.csv,NIFTY,2022-11-10,17650,CE,NIFTY22111017650CE,OK,None
2022-11-03,NIFTY22111017650PE.csv,NIFTY,2022-11-10,17650,PE,NIFTY22111017650PE,OK,None
2022-11-03,NIFTY22111017700CE.csv,NIFTY,2022-11-10,17700,CE,NIFTY22111017700CE,OK,None
2022-11-03,NIFTY22111017700PE.csv,NIFTY,2022-11-10,17700,PE,NIFTY22111017700PE,OK,None
2022-11-03,NIFTY22111017750CE.csv,NIFTY,2022-11-10,17750,CE,NIFTY22111017750CE,OK,None
2022-11-03,NIFTY22111017750PE.csv,NIFTY,2022-11-10,17750,PE,NIFTY22111017750PE,OK,None
2022-11-03,NIFTY22111017800CE.csv,NIFTY,2022-11-10,17800,CE,NIFTY22111017800CE,OK,None
2022-11-03,NIFTY22111017800PE.csv,NIFTY,2022-11-10,17800,PE,NIFTY22111017800PE,OK,None
2022-11-03,NIFTY22111017850CE.csv,NIFTY,2022-11-10,17850,CE,NIFTY22111017850CE,OK,None
2022-11-03,NIFTY22111017850PE.csv,NIFTY,2022-11-10,17850,PE,NIFTY22111017850PE,OK,None
2022-11-03,NIFTY22111017900CE.csv,NIFTY,2022-11-10,17900,CE,NIFTY22111017900CE,OK,None
2022-11-03,NIFTY22111017900PE.csv,NIFTY,2022-11-10,17900,PE,NIFTY22111017900PE,OK,None
2022-11-03,NIFTY22111017950CE.csv,NIFTY,2022-11-10,17950,CE,NIFTY22111017950CE,OK,None
2022-11-03,NIFTY22111017950PE.csv,NIFTY,2022-11-10,17950,PE,NIFTY22111017950PE,OK,None
2022-11-03,NIFTY22111018000CE.csv,NIFTY,2022-11-10,18000,CE,NIFTY22111018000CE,OK,None
2022-11-03,NIFTY22111018000PE.csv,NIFTY,2022-11-10,18000,PE,NIFTY22111018000PE,OK,None
2022-11-03,NIFTY22111018050CE.csv,NIFTY,2022-11-10,18050,CE,NIFTY22111018050CE,OK,None
2022-11-03,NIFTY22111018050PE.csv,NIFTY,2022-11-10,18050,PE,NIFTY22111018050PE,OK,None
2022-11-03,NIFTY22111018100CE.csv,NIFTY,2022-11-10,18100,CE,NIFTY22111018100CE,OK,None
2022-11-03,NIFTY22111018100PE.csv,NIFTY,2022-11-10,18100,PE,NIFTY22111018100PE,OK,None
2022-11-03,NIFTY22111018150CE.csv,NIFTY,2022-11-10,18150,CE,NIFTY22111018150CE,OK,None
2022-11-03,NIFTY22111018150PE.csv,NIFTY,2022-11-10,18150,PE,NIFTY22111018150PE,OK,None
2022-11-03,NIFTY22111018200CE.csv,NIFTY,2022-11-10,18200,CE,NIFTY22111018200CE,OK,None
2022-11-03,NIFTY22111018200PE.csv,NIFTY,2022-11-10,18200,PE,NIFTY22111018200PE,OK,None
2022-11-03,NIFTY22111018250CE.csv,NIFTY,2022-11-10,18250,CE,NIFTY22111018250CE,OK,None
2022-11-03,NIFTY22111018250PE.csv,NIFTY,2022-11-10,18250,PE,NIFTY22111018250PE,OK,None
2022-11-03,NIFTY22111018300CE.csv,NIFTY,2022-11-10,18300,CE,NIFTY22111018300CE,OK,None
2022-11-03,NIFTY22111018300PE.csv,NIFTY,2022-11-10,18300,PE,NIFTY22111018300PE,OK,None
2022-11-03,NIFTY22111018350CE.csv,NIFTY,2022-11-10,18350,CE,NIFTY22111018350CE,OK,None
2022-11-03,NIFTY22111018350PE.csv,NIFTY,2022-11-10,18350,PE,NIFTY22111018350PE,OK,None
2022-11-03,NIFTY22111018400CE.csv,NIFTY,2022-11-10,18400,CE,NIFTY22111018400CE,OK,None
2022-11-03,NIFTY22111018400PE.csv,NIFTY,2022-11-10,18400,PE,NIFTY22111018400PE,OK,None
2022-11-03,NIFTY22111018450CE.csv,NIFTY,2022-11-10,18450,CE,NIFTY22111018450CE,OK,None
2022-11-03,NIFTY22111018450PE.csv,NIFTY,2022-11-10,18450,PE,NIFTY22111018450PE,OK,None
2022-11-03,NIFTY22111018500CE.csv,NIFTY,2022-11-10,18500,CE,NIFTY22111018500CE,OK,None
2022-11-03,NIFTY22111018500PE.csv,NIFTY,2022-11-10,18500,PE,NIFTY22111018500PE,OK,None
2022-11-03,NIFTY22111018550CE.csv,NIFTY,2022-11-10,18550,CE,NIFTY22111018550CE,OK,None
2022-11-03,NIFTY22111018550PE.csv,NIFTY,2022-11-10,18550,PE,NIFTY22111018550PE,OK,None
2022-11-03,NIFTY22111018600CE.csv,NIFTY,2022-11-10,18600,CE,NIFTY22111018600CE,OK,None
2022-11-03,NIFTY22111018600PE.csv,NIFTY,2022-11-10,18600,PE,NIFTY22111018600PE,OK,None
2022-11-03,NIFTY22111018650CE.csv,NIFTY,2022-11-10,18650,CE,NIFTY22111018650CE,OK,None
2022-11-03,NIFTY22111018650PE.csv,NIFTY,2022-11-10,18650,PE,NIFTY22111018650PE,OK,None
2022-11-03,NIFTY22111018700CE.csv,NIFTY,2022-11-10,18700,CE,NIFTY22111018700CE,OK,None
2022-11-03,NIFTY22111018700PE.csv,NIFTY,2022-11-10,18700,PE,NIFTY22111018700PE,OK,None
2022-11-03,NIFTY22111018750CE.csv,NIFTY,2022-11-10,18750,CE,NIFTY22111018750CE,OK,None
2022-11-03,NIFTY22111018800CE.csv,NIFTY,2022-11-10,18800,CE,NIFTY22111018800CE,OK,None
2022-11-03,NIFTY22111018800PE.csv,NIFTY,2022-11-10,18800,PE,NIFTY22111018800PE,OK,None
2022-11-03,NIFTY22111018850CE.csv,NIFTY,2022-11-10,18850,CE,NIFTY22111018850CE,OK,None
2022-11-03,NIFTY22111018900CE.csv,NIFTY,2022-11-10,18900,CE,NIFTY22111018900CE,OK,None
2022-11-03,NIFTY22111018900PE.csv,NIFTY,2022-11-10,18900,PE,NIFTY22111018900PE,OK,None
2022-11-03,NIFTY22111018950CE.csv,NIFTY,2022-11-10,18950,CE,NIFTY22111018950CE,OK,None
2022-11-03,NIFTY22111019000CE.csv,NIFTY,2022-11-10,19000,CE,NIFTY22111019000CE,OK,None
2022-11-03,NIFTY22111019000PE.csv,NIFTY,2022-11-10,19000,PE,NIFTY22111019000PE,OK,None
2022-11-03,NIFTY22111019050CE.csv,NIFTY,2022-11-10,19050,CE,NIFTY22111019050CE,OK,None
2022-11-03,NIFTY22111019100CE.csv,NIFTY,2022-11-10,19100,CE,NIFTY22111019100CE,OK,None
2022-11-03,NIFTY22111019150CE.csv,NIFTY,2022-11-10,19150,CE,NIFTY22111019150CE,OK,None
2022-11-03,NIFTY22111019200CE.csv,NIFTY,2022-11-10,19200,CE,NIFTY22111019200CE,OK,None
2022-11-03,NIFTY22111019250CE.csv,NIFTY,2022-11-10,19250,CE,NIFTY22111019250CE,OK,None
2022-11-03,NIFTY22111019300CE.csv,NIFTY,2022-11-10,19300,CE,NIFTY22111019300CE,OK,None
2022-11-03,NIFTY22111019350CE.csv,NIFTY,2022-11-10,19350,CE,NIFTY22111019350CE,OK,None
2022-11-03,NIFTY22111019400CE.csv,NIFTY,2022-11-10,19400,CE,NIFTY22111019400CE,OK,None
2022-11-03,NIFTY22111019450CE.csv,NIFTY,2022-11-10,19450,CE,NIFTY22111019450CE,OK,None
2022-11-03,NIFTY22111019500CE.csv,NIFTY,2022-11-10,19500,CE,NIFTY22111019500CE,OK,None
2022-11-03,NIFTY22111019550CE.csv,NIFTY,2022-11-10,19550,CE,NIFTY22111019550CE,OK,None
2022-11-03,NIFTY22111019600CE.csv,NIFTY,2022-11-10,19600,CE,NIFTY22111019600CE,OK,None
2022-11-03,NIFTY22111019650CE.csv,NIFTY,2022-11-10,19650,CE,NIFTY22111019650CE,OK,None
2022-11-03,NIFTY22111019700CE.csv,NIFTY,2022-11-10,19700,CE,NIFTY22111019700CE,OK,None
2022-11-03,NIFTY22111019750CE.csv,NIFTY,2022-11-10,19750,CE,NIFTY22111019750CE,OK,None
2022-11-03,NIFTY22111019800CE.csv,NIFTY,2022-11-10,19800,CE,NIFTY22111019800CE,OK,None
2022-11-03,NIFTY22111019850CE.csv,NIFTY,2022-11-10,19850,CE,NIFTY22111019850CE,OK,None
2022-11-03,NIFTY22111019900CE.csv,NIFTY,2022-11-10,19900,CE,NIFTY22111019900CE,OK,None
2022-11-03,NIFTY22111019950CE.csv,NIFTY,2022-11-10,19950,CE,NIFTY22111019950CE,OK,None
2022-11-03,NIFTY22111715000PE.csv,NIFTY,2022-11-17,15000,PE,NIFTY22111715000PE,OK,None
2022-11-03,NIFTY22111716000PE.csv,NIFTY,2022-11-17,16000,PE,NIFTY22111716000PE,OK,None
2022-11-03,NIFTY22111716050PE.csv,NIFTY,2022-11-17,16050,PE,NIFTY22111716050PE,OK,None
2022-11-03,NIFTY22111716100PE.csv,NIFTY,2022-11-17,16100,PE,NIFTY22111716100PE,OK,None
2022-11-03,NIFTY22111716200PE.csv,NIFTY,2022-11-17,16200,PE,NIFTY22111716200PE,OK,None
2022-11-03,NIFTY22111716300PE.csv,NIFTY,2022-11-17,16300,PE,NIFTY22111716300PE,OK,None
2022-11-03,NIFTY22111716350CE.csv,NIFTY,2022-11-17,16350,CE,NIFTY22111716350CE,OK,None
