trade_date,timestamp,underlier,expiry,strike,option_type,instrument_name,direction,price,quantity,reason
2022-11-18,2022-11-18 15:29:59,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,SELL,0.6,1,SQUAREOFF
2022-11-18,2022-11-18 13:53:53,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,BUY,12300.0,1,ENTRY
2022-11-18,2022-11-18 13:53:53,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,BUY,1.7,1,ENTRY
2022-11-18,2022-11-18 15:29:59,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,SELL,12378.4,1,SQUAREOFF
2022-11-18,2022-11-18 15:29:59,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,SELL,1.75,1,SQUAREOFF
2022-11-21,2022-11-21 09:28:14,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,BUY,3710.0,1,ENTRY
2022-11-21,2022-11-21 09:28:14,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,BUY,0.5,1,ENTRY
2022-11-21,2022-11-21 15:29:59,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,SELL,3683.1,1,SQUAREOFF
2022-11-21,2022-11-21 15:29:59,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,SELL,0.4,1,SQUAREOFF
2022-11-21,2022-11-21 13:18:53,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,BUY,12250.0,1,ENTRY
2022-11-21,2022-11-21 13:18:53,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,BUY,1.65,1,ENTRY
2022-11-21,2022-11-21 15:29:59,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,SELL,12250.0,1,SQUAREOFF
2022-11-21,2022-11-21 15:29:59,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,SELL,1.65,1,SQUAREOFF
2022-11-22,2022-11-22 09:17:04,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,BUY,3689.95,1,ENTRY
2022-11-22,2022-11-22 09:17:04,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,BUY,0.35,1,ENTRY
2022-11-22,2022-11-22 15:29:59,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,SELL,3787.6,1,SQUAREOFF
2022-11-22,2022-11-22 15:29:59,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,SELL,0.3,1,SQUAREOFF
2022-11-22,2022-11-22 11:02:05,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,BUY,12380.0,1,ENTRY
2022-11-22,2022-11-22 11:02:05,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,BUY,1.5,1,ENTRY
